PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,YearRemod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,heating,Heating QC,Central Air,electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,bedrooms,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,functional,fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,saleprice
909452050,SPLIT OR MULTI-LEVEL,RL,0,13607,Pave,NA,Slightly irregular,Lvl,AllPub,Inside,Gtl,Crawford,Normal,Normal,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,TA,Gd,CBlock,TA,TA,No,ALQ,454,Unf,0,118,572,GasA,Gd,Y,SBrkr,1182,800,0,1982,1,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1986,Fin,2,501,TA,TA,Y,400,112,0,0,0,0,NA,NA,Shed,1500,4,2009,WD,Normal,208000
911204090,1-STORY 1946 & NEWER ALL STYLES,C (all),66,8712,Grvl,NA,Regular,Bnk,AllPub,Inside,Mod,Iowa DOT and Rail Road,Normal,Normal,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,NA,Basment,1952,Unf,2,504,TA,TA,N,0,0,0,0,0,0,NA,NA,Shed,54,6,2010,WD,Alloca,55993
911226010,1-STORY 1945 & OLDER,C (all),120,18000,Grvl,NA,Regular,Low,AllPub,Inside,Gtl,Iowa DOT and Rail Road,Normal,Normal,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1994,RFn,3,1248,TA,TA,Y,0,20,0,0,0,0,NA,NA,Shed,560,8,2008,ConLD,Normal,81000
914475090,SPLIT OR MULTI-LEVEL,RL,74,9620,Pave,NA,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,679,Unf,0,564,1243,GasA,TA,Y,SBrkr,1285,0,0,1285,0,1,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1977,Unf,2,473,TA,TA,Y,375,26,0,0,0,0,NA,GdPrv,Shed,80,5,2010,WD,Normal,190000
916125425,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,0,164660,Grvl,NA,Slightly irregular,HLS,AllPub,Corner,Sev,Timberland,Normal,Normal,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965,Fin,2,529,TA,TA,Y,670,0,0,0,0,0,NA,NA,Shed,700,8,2008,WD,Normal,228950
916403200,2-STORY 1946 & NEWER,RL,0,9839,Pave,NA,Slightly irregular,Lvl,AllPub,CulDSac,Gtl,Timberland,Normal,Normal,1Fam,2Story,6,8,1980,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Gd,TA,No,ALQ,462,Unf,0,250,712,GasA,Ex,Y,SBrkr,1375,862,0,2237,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,1980,Fin,2,440,TA,TA,Y,305,24,0,0,0,0,NA,NA,Shed,2500,2,2009,WD,Normal,204000
923225490,1-STORY 1946 & NEWER ALL STYLES,RL,62,9858,Pave,NA,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,WD,Normal,130000
923227030,1-STORY 1946 & NEWER ALL STYLES,RL,0,17979,Pave,NA,Slightly irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Normal,Normal,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,785,Unf,0,328,1113,GasA,Ex,Y,SBrkr,1160,0,0,1160,1,0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,1968,Unf,1,257,TA,TA,Y,81,0,0,0,0,0,NA,GdWo,Shed,500,2,2008,WD,Normal,152500
923252075,SPLIT OR MULTI-LEVEL,RL,62,7706,Pave,NA,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,Gd,TA,Av,Rec,114,GLQ,270,0,384,GasA,Ex,Y,SBrkr,1091,0,0,1091,0,1,1,0,2,1,TA,5,Typ,0,NA,Attchd,1993,Fin,1,429,TA,TA,Y,280,0,0,0,0,0,NA,NA,Shed,700,8,2009,WD,Normal,131250
923276250,DUPLEX - ALL STYLES AND AGES,RL,70,7700,Pave,NA,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Po,PConc,TA,TA,No,Unf,0,Unf,0,1216,1216,GasA,Gd,Y,SBrkr,1216,1216,0,2432,0,0,4,2,4,2,TA,10,Typ,0,NA,Attchd,1985,Unf,2,616,TA,Fa,Y,200,0,0,0,0,0,NA,NA,Shed,600,2,2010,WD,Normal,159000
923400025,1-1/2 STORY FINISHED ALL AGES,RL,85,14115,Pave,NA,Slightly irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,1Fam,1.5Fin,5,5,1993,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Wood,Gd,TA,No,GLQ,732,Unf,0,64,796,GasA,Ex,Y,SBrkr,796,566,0,1362,1,0,1,1,1,1,TA,5,Typ,0,NA,Attchd,1993,Unf,2,480,TA,TA,Y,40,30,0,320,0,0,NA,MnPrv,Shed,700,10,2009,WD,Normal,143000
923400040,1-1/2 STORY FINISHED ALL AGES,RL,75,12508,Pave,NA,Slightly irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,NA,NA,Shed,1300,7,2008,WD,Normal,160000
923400125,SPLIT FOYER,RL,62,10441,Pave,NA,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Normal,Normal,1Fam,SFoyer,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,337,Unf,0,575,912,GasA,TA,Y,SBrkr,970,0,0,970,0,1,1,0,3,1,TA,6,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,80,32,0,0,0,0,NA,MnPrv,Shed,700,7,2006,WD,Normal,132000
924100020,2-STORY 1946 & NEWER,RL,0,11075,Pave,NA,Slightly irregular,Lvl,AllPub,Inside,Mod,Mitchell,Normal,Normal,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,TA,TA,Av,ALQ,562,LwQ,193,29,784,GasA,Ex,Y,SBrkr,1168,800,0,1968,0,1,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969,RFn,2,530,TA,TA,Y,305,189,0,0,0,0,NA,MnPrv,Shed,400,9,2008,WD,Normal,172000
